views,comments,likes,score
49,3,22,49
22,2,41,70
39,6,18,95
22,38,35,72
45,23,24,99
14,20,0,50
8,21,50,60
36,5,49,57
21,4,22,66
2,20,25,76
46,9,20,64
31,42,44,60
9,49,42,34
28,3,16,58
42,30,46,68
15,49,6,88
29,46,11,29
9,5,45,66
31,29,41,60
14,20,6,98
17,21,24,84
40,26,46,23
29,30,45,97
23,30,36,54
5,40,32,92
1,6,19,89
1,32,3,17
43,16,33,76
32,41,36,22
4,32,8,100
14,47,5,65
37,35,16,81
8,21,8,98
31,10,26,57
11,45,31,98
2,42,22,7
36,34,10,17
3,50,12,12
32,37,36,99
28,7,28,42
17,47,50,65
45,5,7,12
24,25,2,94
17,18,6,73
16,17,12,95
37,36,43,54
18,45,23,69
10,26,20,57
35,44,17,73
4,7,48,13
37,34,41,2
33,17,21,88
28,46,30,54
24,12,19,77
48,20,4,75
27,41,21,79
34,8,9,58
4,2,33,99
33,31,9,15
15,47,32,68
39,20,11,66
32,48,46,89
26,5,20,75
9,26,10,61
27,10,30,64
40,38,16,60
45,30,47,78
41,41,36,45
4,22,11,57
34,11,32,84
19,27,33,54
3,45,27,30
29,39,22,21
18,17,18,12
31,17,3,84
8,24,43,68
34,6,3,35
30,7,35,62
38,2,38,88
49,20,30,91
41,50,48,100
24,34,20,41
12,37,47,69
28,7,43,45
42,45,0,49
16,16,6,66
26,37,3,6
2,42,36,55
38,23,9,61
25,22,20,20
39,25,21,93
13,23,23,60
40,29,6,65
44,41,25,57
18,32,39,85
46,23,31,58
48,6,41,93
21,20,22,49
12,4,20,31
33,38,41,13
41,7,27,83
1,40,50,76
31,16,6,83
27,8,23,44
19,42,29,5
6,2,36,39
4,31,2,15
42,11,20,69
39,19,42,64
2,43,39,26
8,24,4,95
40,22,50,64
17,43,39,77
2,46,14,75
34,14,32,99
17,46,44,72
35,41,11,56
9,48,37,14
49,33,28,72
45,16,24,8
49,46,45,24
25,32,30,92
41,19,19,56
29,42,1,53
6,40,17,62
3,49,26,66
40,30,45,14
14,30,48,89
27,33,24,88
19,25,25,100
49,22,20,86
36,6,12,44
18,50,11,28
2,25,24,91
41,21,0,68
28,32,23,47
18,24,8,61
19,35,23,22
50,41,28,51
38,25,41,87
0,8,31,77
27,30,12,69
11,20,23,89
2,13,11,89
8,40,17,69
44,4,27,100
36,38,46,58
50,37,28,41
36,21,0,54
49,31,1,93
13,3,4,5
0,39,46,57
47,47,12,98
10,19,29,81
48,23,10,52
25,19,23,79
39,27,2,13
41,44,13,71
25,17,12,35
50,23,21,71
21,43,14,62
21,5,11,92
47,49,7,91
38,29,50,83
12,16,12,61
14,30,37,12
5,46,42,70
2,31,5,40
16,26,15,98
24,48,20,83
19,1,21,90
47,14,30,59
16,45,10,38
4,43,14,87
46,32,25,43
37,3,21,74
48,13,10,100
9,11,41,11
17,43,18,67
9,50,23,15
13,20,26,10
32,46,19,47
23,10,16,27
42,13,12,34
21,45,2,94
25,38,4,33
2,19,2,65
26,3,43,83
1,27,25,36
47,3,30,66
44,40,0,5
16,19,46,68
1,50,9,44
36,33,17,66
25,2,45,27
3,44,2,1
34,9,1,86
46,13,46,51
37,5,41,63
31,21,30,55
5,35,3,68
2,0,3,3
16,26,6,31
8,49,47,59
45,4,37,10
36,39,45,58
30,22,23,87
35,42,6,30
22,30,38,68
20,40,32,67
26,24,47,70
31,41,32,52
29,25,3,57
26,8,25,71
33,44,3,9
41,46,17,35
8,35,18,97
26,23,4,65
22,38,1,69
37,15,33,68
24,9,26,62
21,25,41,90
16,41,21,37
20,15,46,21
29,23,8,89
46,23,7,8
12,25,16,32
27,39,5,54
27,17,6,31
33,35,19,15
14,24,11,89
38,33,27,58
48,21,34,53
34,41,24,58
44,40,34,70
3,48,41,95
9,18,29,24
19,3,27,59
34,17,9,4
35,47,47,99
1,45,33,88
39,10,26,56
22,1,26,75
39,36,7,5
48,47,43,31
1,8,27,36
5,48,29,42
49,1,23,64
32,49,39,25
49,7,35,41
14,30,12,40
40,33,4,72
17,30,43,30
48,33,4,58
17,33,9,4
26,35,16,86
48,8,10,4
24,12,19,74
2,11,45,59
0,46,29,64
43,6,15,100
10,49,44,50
15,47,30,100
36,41,19,21
43,5,10,57
24,10,25,67
44,29,23,59
50,43,2,31
2,25,46,62
23,19,47,1
2,46,2,75
32,26,14,39
41,20,17,51
36,22,38,37
33,10,27,54
3,38,28,69
6,42,10,42
0,9,29,76
34,47,45,56
7,38,43,78
7,40,37,69
20,25,35,57
42,15,0,52
31,0,28,67
10,37,25,20
32,19,1,99
20,35,24,70
31,46,15,13
31,38,46,84
0,46,50,59
15,42,1,37
38,12,42,51
48,39,7,57
4,41,30,19
29,23,0,70
28,37,27,67
48,23,32,94
32,13,39,17
48,21,28,7
7,36,17,58
15,20,31,2
18,5,5,60
3,0,6,41
47,26,38,62
23,41,44,65
31,4,30,56
8,18,43,58
38,50,9,66
12,11,15,28
46,31,24,88
28,19,36,100
50,16,2,36
50,21,38,35
1,20,5,16
10,30,24,18
41,44,50,71
26,14,0,32
3,15,6,32
7,30,16,0
6,31,48,0
47,39,22,88
3,21,0,44
45,24,42,9
32,33,41,55
41,47,2,73
22,6,36,39
3,13,40,76
7,49,32,38
32,30,14,65
0,34,17,80
7,22,45,28
47,50,45,64
20,32,26,65
40,46,35,63
32,11,26,68
36,23,9,34
33,42,46,85
29,41,29,51
17,10,6,80
44,45,37,87
1,19,22,79
40,25,2,91
45,40,34,95
19,2,27,85
8,42,32,53
34,2,19,38
11,10,47,15
48,32,9,63
20,39,49,49
19,40,6,46
17,47,45,94
45,4,35,67
12,26,26,37
28,39,24,44
41,41,6,39
38,26,10,32
30,43,21,72
30,19,45,57
29,16,36,59
43,0,21,71
37,36,34,67
26,28,46,91
8,17,4,69
34,18,39,69
32,2,17,92
36,0,18,81
12,47,7,76
8,25,44,29
6,22,33,46
10,49,24,69
7,34,46,26
26,18,10,77
16,50,45,83
47,3,49,39
46,10,37,16
23,32,31,57
11,46,33,67
42,12,32,69
37,18,19,34
19,5,35,50
42,18,42,88
25,37,33,78
33,11,8,83
3,35,22,84
39,22,44,55
24,24,6,56
4,49,28,61
7,35,24,89
27,25,35,86
1,39,6,14
11,48,50,75
1,30,8,9
13,49,32,38
8,44,41,73
41,16,23,93
5,8,8,80
15,18,16,22
25,31,35,27
30,15,48,97
0,36,4,86
42,4,17,98
7,11,13,68
8,0,24,90
24,47,31,8
41,20,6,30
34,42,37,81
41,12,43,41
38,41,48,72
42,34,9,82
34,19,40,14
21,50,4,72
17,46,5,98
27,16,5,53
6,1,3,37
50,3,0,49
37,35,16,52
26,49,39,33
10,49,24,86
21,16,18,89
1,41,48,3
45,4,44,58
12,45,4,13
11,7,47,98
24,36,25,42
25,28,29,78
48,50,14,73
1,12,24,8
7,47,7,80
35,14,10,62
36,43,4,25
26,22,21,71
44,36,46,86
1,42,40,41
48,23,14,57
31,19,33,15
33,8,9,71
44,17,7,43
4,6,46,24
14,50,14,8
32,49,43,2
39,44,8,60
2,1,37,81
27,40,13,58
15,37,18,51
13,30,30,25
4,1,30,99
48,49,40,9
17,40,1,89
13,22,39,86
18,33,23,44
30,9,10,75
6,13,7,59
2,4,25,69
3,22,30,73
8,26,10,47
46,44,28,55
3,28,3,63
1,42,47,31
24,16,50,63
34,7,46,43
36,4,44,31
49,29,0,17
17,26,17,60
47,29,9,92
10,3,37,73
7,1,48,72
17,33,2,22
4,16,8,97
11,20,25,50
37,3,1,83
45,11,38,12
4,4,39,66
11,34,19,24
40,10,23,54
14,39,40,32
29,22,5,76
25,19,34,62
8,33,24,79
1,7,35,50
40,45,44,68
10,45,46,14
39,2,49,70
29,26,17,97
44,17,28,58
14,49,38,64
0,21,33,29
49,1,10,95
18,37,15,89
21,8,32,66
18,46,40,37
21,18,40,94
8,7,36,50
27,43,8,100
5,44,50,61
36,43,28,15
38,25,18,92
23,2,12,94
4,25,10,86
45,9,27,56
28,41,31,0
19,6,40,79
34,33,7,51
32,30,16,63
38,50,30,98
35,32,29,5
33,39,36,53
30,24,32,76
2,19,34,79
8,10,32,100
20,21,10,23
34,0,13,74
15,37,12,49
27,7,14,63
3,15,39,20
34,50,19,89
41,23,33,18
24,19,10,0
20,43,9,47
30,42,30,71
29,22,30,93
30,40,38,62
44,16,10,92
32,24,2,78
9,17,12,67
45,48,24,66
37,22,33,5
28,4,20,85
7,15,35,32
49,13,13,34
2,39,45,68
27,21,1,70
1,43,7,75
6,41,4,67
44,12,30,52
28,41,36,63
9,5,46,49
29,21,4,67
9,38,43,81
41,8,39,27
29,39,24,74
41,41,34,83
13,35,25,31
29,21,0,92
7,25,45,38
40,43,29,23
42,15,28,44
38,28,45,42
47,1,0,53
11,40,30,41
46,1,2,55
30,0,20,84
30,4,42,85
42,33,13,40
24,7,45,79
14,3,37,48
41,22,37,64
8,45,10,53
11,12,26,78
24,29,34,87
28,23,22,58
38,1,4,57
47,42,41,84
36,20,50,43
19,40,31,74
42,3,10,62
35,20,38,58
22,39,20,24
15,27,48,2
29,8,17,81
28,9,37,66
27,25,39,90
33,40,40,39
28,15,49,27
8,49,7,2
40,30,22,82
19,23,19,32
35,4,11,3
44,0,26,69
39,4,31,28
37,28,43,92
16,44,5,90
33,21,41,40
38,25,38,66
31,38,44,53
30,10,43,82
27,16,33,79
28,21,13,56
11,32,14,35
32,7,17,93
7,1,19,10
4,14,44,27
45,33,36,30
4,41,31,66
37,24,44,27
37,23,45,94
32,5,19,49
3,23,5,21
0,43,40,9
6,19,25,67
48,46,16,91
24,44,7,68
44,17,38,56
50,27,38,40
47,6,10,29
29,34,49,97
36,38,4,39
45,44,8,15
13,13,1,94
45,22,23,84
14,45,49,55
49,47,35,97
41,4,49,79
30,31,39,64
38,16,19,51
14,35,37,30
22,48,45,4
23,30,9,89
6,29,41,76
17,20,14,80
3,37,10,71
45,20,37,74
19,28,49,57
12,21,33,8
4,5,21,61
28,8,5,52
26,45,41,35
3,2,41,73
13,40,8,74
49,32,16,71
21,30,33,95
42,44,22,3
41,36,16,34
31,21,29,52
27,24,40,89
40,33,4,57
43,50,12,77
35,33,30,29
42,39,45,35
18,44,4,32
18,25,49,74
42,27,31,82
21,44,15,73
13,2,49,7
33,34,42,31
30,21,46,44
22,26,15,42
17,36,29,73
18,12,5,58
39,23,12,96
16,35,46,93
18,15,15,19
22,29,21,50
22,7,42,72
11,37,41,42
28,8,25,54
34,27,15,88
37,49,26,88
25,18,18,22
5,8,42,1
1,34,8,20
5,5,6,78
40,50,1,58
2,43,7,21
18,3,15,64
11,34,3,14
45,46,7,37
35,7,47,4
26,30,27,79
25,10,18,38
1,22,11,43
12,3,11,11
38,9,29,81
45,19,40,58
6,35,26,90
26,35,41,52
7,6,24,37
27,9,10,41
43,21,39,17
46,13,40,73
32,36,50,67
30,48,1,60
18,12,30,47
8,47,33,94
2,5,29,71
29,49,23,100
47,8,19,96
18,16,31,97
31,40,15,91
1,26,18,53
20,3,27,22
4,0,26,59
23,15,47,59
28,23,49,56
43,32,18,67
0,47,44,93
23,5,1,90
41,9,30,27
19,50,20,70
13,19,4,72
40,17,21,67
49,32,11,73
44,8,48,32
6,46,41,73
35,38,45,13
6,33,50,75
17,49,45,95
14,31,26,74
43,1,12,8
7,8,23,87
44,26,27,88
5,45,37,60
9,33,4,14
9,46,46,48
5,41,1,71
41,21,5,55
17,43,14,45
12,43,46,77
27,37,22,62
24,14,42,14
22,20,45,75
19,15,23,23
30,46,14,59
15,30,22,25
4,50,13,96
2,42,5,46
36,29,36,96
44,32,42,3
31,43,17,94
44,47,47,30
21,24,21,19
44,8,21,48
46,40,26,68
30,50,13,60
5,37,13,16
30,6,31,3
31,21,21,0
22,11,50,40
40,16,24,51
17,1,37,90
2,11,14,60
1,46,35,64
48,11,0,37
25,7,20,56
11,18,39,69
0,3,8,70
36,24,1,94
39,28,6,30
21,15,40,19
29,20,4,57
10,15,17,15
13,17,39,26
40,47,19,56
12,14,45,100
47,5,49,70
9,37,20,18
42,4,7,68
8,39,37,55
24,16,8,92
31,16,37,62
28,3,22,28
42,31,3,63
13,3,5,64
14,16,1,48
9,11,14,53
32,34,25,55
38,48,47,54
1,49,16,95
38,15,5,72
30,5,2,14
22,12,41,66
3,10,21,74
26,12,44,74
12,48,0,96
11,37,33,82
29,46,17,76
37,34,0,45
28,34,17,51
13,33,40,55
7,19,22,4
7,31,26,1
3,44,30,79
7,0,31,97
20,14,12,15
41,40,40,80
4,15,35,76
6,49,23,30
38,18,42,91
5,4,28,51
45,35,36,68
1,35,17,56
38,49,27,51
14,34,35,1
49,50,21,71
47,21,50,93
27,7,41,12
28,50,20,34
25,41,28,96
24,8,34,90
31,4,50,50
42,42,18,27
25,40,12,67
22,5,38,14
33,42,7,20
35,32,18,21
1,34,5,53
28,42,17,60
49,15,13,62
9,18,4,63
26,37,12,92
48,23,42,72
36,48,4,93
11,37,27,58
33,46,19,30
33,43,48,54
20,41,23,54
10,7,1,67
7,3,36,72
23,3,50,69
1,28,15,8
41,48,14,15
32,19,42,87
6,28,3,38
50,3,23,34
0,47,18,75
32,24,1,42
14,30,21,63
36,26,2,80
10,48,3,90
45,38,23,61
8,19,33,78
17,19,14,82
6,46,21,55
28,26,8,54
40,50,43,85
31,2,18,64
37,9,5,35
9,8,46,63
8,13,34,4
18,44,28,34
24,2,30,47
13,21,40,52
25,32,36,2
30,40,48,79
32,39,25,49
14,34,41,57
38,29,23,27
24,23,12,15
20,10,25,33
15,41,13,69
2,41,7,51
6,30,26,38
25,13,29,80
7,27,3,28
29,33,14,58
0,33,31,12
41,25,20,75
10,11,36,76
1,34,34,43
14,32,22,82
31,41,1,77
4,42,18,6
3,29,21,53
43,36,43,99
46,33,40,100
15,28,36,51
10,20,49,44
29,39,2,33
20,6,26,55
31,42,21,61
4,42,48,20
11,21,14,51
49,17,33,28
44,15,48,32
10,21,8,87
44,46,7,90
49,43,0,75
38,30,37,100
31,31,42,84
38,17,49,85
30,1,39,74
10,0,20,25
29,46,9,76
23,47,29,61
22,34,6,100
37,32,1,81
16,40,24,2
46,7,36,6
19,6,5,52
8,31,36,59
47,15,3,62
16,11,29,94
0,7,14,99
14,15,25,80
9,49,19,100
22,36,44,5
35,45,33,73
6,2,11,53
10,25,26,32
47,24,21,81
25,48,19,85
31,40,44,24
21,0,29,83
3,13,2,36
20,13,38,100
13,38,40,75
39,47,2,66
26,35,38,68
36,15,46,30
21,0,33,38
42,3,49,45
32,20,37,68
5,33,42,94
2,16,39,78
41,21,1,21
39,5,43,73
0,38,17,72
13,27,29,20
33,46,5,48
24,47,33,73
30,18,9,70
34,44,20,52
26,43,41,96
2,28,37,79
46,34,32,51
24,26,47,73
35,45,50,54
44,49,19,0
9,35,34,36
12,39,36,66
31,37,9,87
43,41,43,30
19,38,26,99
10,28,50,13
42,1,15,60
23,39,24,66
8,13,6,37
0,8,44,64
11,21,43,96
31,17,29,75
29,15,12,22
10,13,7,3
10,47,23,70
49,46,40,88
39,12,38,45
47,37,10,99
38,40,41,42
31,42,42,6
12,26,38,33
47,1,4,14
38,40,24,75
32,18,8,70
1,13,5,98
12,31,49,80
35,36,39,4
16,31,22,12
1,42,36,62
1,29,5,88
3,8,9,63
15,36,15,73
9,33,24,80
23,24,26,30
39,50,34,77
33,28,44,56
0,8,45,69
18,1,6,6
17,18,14,72
4,38,10,49
3,22,31,51
35,14,35,69
32,13,20,60
13,8,0,27
32,28,48,54
39,36,22,39
11,13,39,51
24,2,5,85
45,5,39,5
30,45,40,20
36,15,32,56
46,48,18,6
41,8,41,35
49,12,39,8
29,42,34,90
29,25,24,33
50,36,41,65
39,8,13,17
19,12,42,6
15,10,46,52
21,24,45,81
35,1,22,58
37,38,14,23
35,3,34,65
16,50,21,87
18,37,35,92
44,38,18,81
49,19,20,54
49,10,34,65
37,1,34,9
24,9,15,90
17,50,24,10
42,9,14,20
6,37,9,30
31,27,0,73
49,27,50,75
33,4,27,92
2,1,18,65
31,4,23,50
1,9,39,98
41,24,15,6
36,7,47,29
7,24,17,20
5,45,1,67
33,31,20,30
44,0,30,72
36,48,17,56
3,35,39,34
34,38,23,52
12,28,14,9
14,22,39,70
47,47,4,63
0,1,7,55
15,30,27,11
8,4,42,98
9,17,17,86
20,14,16,52
9,37,15,64
48,37,23,66
2,3,18,22
9,31,35,63
36,30,33,82
37,14,39,66
32,47,11,65
49,4,31,47
37,45,46,67
47,50,1,64
2,24,37,1
33,19,9,15
41,42,13,81
40,32,39,42
1,15,50,67
37,49,15,96
9,28,19,24
1,42,29,64
21,30,21,40
45,37,3,77
24,50,21,36
39,43,13,67
27,37,31,92
46,32,29,21
47,49,6,37
45,48,9,96
34,34,35,46
25,46,13,96
13,1,22,32
22,33,4,55
23,28,15,55
39,46,26,100
24,16,44,22
43,17,2,62
16,23,46,72
19,19,34,99
27,19,41,10
25,19,14,88
22,48,34,72
26,35,46,67
14,30,9,95
16,36,3,6
40,22,3,20
42,49,38,99
21,9,23,27
42,20,48,96
49,32,14,11
4,47,40,65
23,14,37,16
47,19,22,31
18,48,21,26
13,40,6,39
43,28,43,79
6,36,15,52
1,34,17,5
49,29,0,68
3,15,18,4
36,48,40,73
46,2,27,54
45,5,47,51
20,47,27,67
35,5,43,32
7,47,20,98
41,43,40,34
39,43,1,22
22,26,9,75
48,21,2,7
49,35,25,20
5,45,19,23
28,19,48,37
22,27,21,51
21,25,21,65
36,45,46,9
36,19,41,45
21,39,35,95
20,42,21,71
4,18,44,82
27,8,17,83
9,14,46,69
37,6,40,52
24,32,38,26
15,27,49,56
49,48,3,27
32,48,10,52
25,31,50,17
6,37,5,25
50,48,11,16
2,8,42,51
35,30,10,35
39,26,24,29
32,7,24,16
11,9,1,39
35,48,15,97
13,42,47,40
27,19,50,100
18,30,29,38
13,14,36,86
12,26,18,62
1,35,5,48
13,46,44,91
25,27,46,58
32,32,30,80
5,29,5,66
44,47,37,14
22,5,32,49
26,22,17,94
36,49,9,99
22,33,33,68
42,28,42,40
13,46,8,61
35,36,10,29
13,2,33,60
13,39,10,98
12,6,33,53
5,27,32,91
3,42,38,89
18,40,24,68
15,30,38,37
49,47,31,77
8,2,27,33
37,44,17,91
26,16,49,51
27,1,46,58
19,43,12,11
42,14,4,16
0,19,33,43
23,17,41,79
36,8,35,80
41,3,39,49
50,26,27,40
28,11,10,78
30,32,41,8
48,38,23,29
6,2,43,50
26,12,22,18
12,50,2,16
5,46,32,74
50,19,41,0
41,30,39,40
35,9,47,67
17,40,18,100
18,22,33,81
21,48,3,47
43,15,1,30
32,3,42,64
0,21,20,56
0,42,37,59
41,43,18,75
43,10,46,53
36,0,18,96
9,13,27,9
17,29,34,51
11,36,27,51
12,27,40,90
26,26,44,51
28,42,38,64
46,1,2,25
4,33,45,23
28,43,27,64
38,12,13,51
3,22,48,87
6,38,25,74
36,8,3,77
28,6,27,88
35,7,11,85
49,31,16,42
25,31,43,100
30,38,11,23
36,43,36,60
29,23,17,93
8,13,29,5
34,40,44,76
33,26,49,13
18,3,32,34
39,7,42,29
0,28,0,57
24,35,34,54
39,2,29,56
20,49,11,87
16,42,23,72
18,2,43,55
38,15,8,14
34,13,6,2
36,39,31,63
3,0,14,48
5,20,41,74
35,21,4,77
28,50,4,80
50,12,9,90
11,34,17,52
2,6,21,96
48,3,46,1
46,10,4,67
9,16,21,87
21,21,50,55
8,47,42,40
38,14,6,48
11,39,28,75
20,19,41,59
19,45,25,29
36,20,43,96
9,6,49,80
15,26,40,93
30,4,20,57
6,9,49,26
2,6,7,25
37,11,19,53
35,0,47,31
36,41,12,80
5,21,36,54
9,27,45,18
4,10,8,46
6,16,15,69
14,7,25,67
38,39,32,37
28,3,23,24
26,27,33,67
10,37,5,53
45,5,47,98
23,32,19,90
32,31,17,54
32,0,7,88
26,49,1,75
37,40,50,21
19,24,21,64
14,38,41,23
34,24,15,41
3,15,20,92
46,1,3,88
29,27,7,56
8,0,18,57
12,49,35,7
40,40,13,61
8,47,1,73
8,35,38,65
38,14,49,63
19,39,4,42
31,1,16,30
30,14,36,30
8,29,7,55
18,39,42,63
20,3,3,89
0,41,20,90
19,32,33,61
42,34,33,36
16,3,0,48
13,42,38,70
10,35,11,81
21,29,43,94
49,39,4,57
8,19,31,41
7,19,6,72
8,43,45,21
8,28,25,73
16,44,30,88
2,1,32,100
42,30,28,83
18,10,37,54
25,8,49,95
7,21,15,69
45,12,40,64
27,4,10,54
29,31,49,77
15,40,2,96
42,10,40,63
19,47,13,75
6,40,3,76
28,34,1,58
12,32,25,85
12,41,48,33
20,22,13,84
3,44,35,74
13,21,18,19
42,24,47,54
46,21,14,67
21,33,29,89
48,49,36,91
15,5,1,54
40,4,19,55
9,26,45,93
29,8,35,69
39,46,26,90
10,7,32,73
48,47,48,95
45,6,33,45
21,24,0,60
2,15,18,24
2,26,14,59
40,12,7,44
30,31,16,73
31,38,31,34
19,37,25,51
8,36,40,0
4,34,28,89
24,31,40,90
18,31,36,72
25,21,12,75
19,5,3,90
1,25,16,100
5,21,9,40
42,40,43,22
38,14,49,58
24,42,48,46
28,20,32,35
13,14,43,33
23,50,15,80
36,35,43,65
33,11,14,96
12,48,42,86
3,15,14,29
5,11,9,74
18,24,44,69
33,20,23,25
36,28,23,68
8,6,21,28
21,6,46,39
17,26,24,97
18,1,46,39
27,49,9,23
37,1,41,20
22,8,10,41
38,25,21,21
40,32,10,58
49,24,9,81
9,50,13,8
38,11,4,96
43,27,5,72
47,8,15,39
47,45,26,51
7,33,38,17
10,39,40,33
15,26,7,51
1,46,42,46
45,50,26,3
1,10,28,95
2,34,3,32
28,12,48,2
48,42,2,53
45,19,0,77
3,1,11,34
25,9,9,100
12,50,10,28
13,47,37,41
44,21,1,58
15,31,32,33
47,8,6,72
25,21,13,70
16,25,42,38
42,36,25,77
43,22,30,5
26,10,10,28
39,17,15,86
16,3,8,99
26,4,25,57
40,24,25,52
46,12,21,75
19,37,2,22
32,14,23,71
1,33,50,76
41,29,10,3
29,5,39,66
8,12,25,70
0,2,22,65
10,47,2,56
34,47,5,88
12,10,37,70
36,0,47,17
41,22,0,76
31,44,11,89
25,37,6,77
31,38,22,93
20,47,44,52
11,19,1,1
37,49,26,94
50,38,1,60
13,5,13,50
1,38,19,17
8,2,22,79
9,3,38,80
46,38,7,61
31,0,9,64
26,6,18,14
49,39,45,96
45,12,49,39
26,16,18,80
16,19,42,11
50,37,35,87
3,9,37,58
39,30,12,9
44,22,43,57
38,1,44,88
3,27,42,5
31,34,49,2
6,9,42,88
31,25,31,16
6,38,36,67
4,39,6,54
15,22,47,88
23,28,39,56
14,18,14,72
42,16,31,20
0,3,38,67
27,11,27,22
7,6,1,52
8,43,7,23
10,45,39,99
11,48,16,7
31,44,49,63
18,21,14,86
42,39,49,72
6,8,7,77
39,40,16,70
50,36,7,54
0,0,42,60
21,21,33,48
20,30,14,28
8,10,29,35
13,46,40,76
9,40,38,63
48,23,40,64
22,47,11,59
31,13,14,55
41,29,22,51
12,4,37,97
20,3,33,65
41,21,11,32
50,45,16,65
21,1,49,65
16,42,50,84
4,27,6,72
33,9,36,62
8,5,24,92
14,36,46,98
28,40,48,57
48,37,13,72
22,0,28,33
43,10,42,78
24,49,29,8
39,22,5,93
34,35,27,53
33,3,11,71
48,42,46,4
29,22,43,19
32,28,8,58
42,14,35,60
26,38,27,0
41,16,17,39
13,39,23,20
37,42,39,58
30,35,13,18
24,12,23,74
29,15,13,77
19,35,49,92
2,6,31,2
16,49,7,57
25,41,19,13
29,5,19,42
25,7,31,25
21,35,1,71
25,39,4,5
31,19,21,14
4,36,25,79
15,40,18,35
4,42,40,9
7,44,28,4
34,20,43,75
33,37,48,66
19,44,43,0
44,34,39,65
9,35,39,88
37,23,13,20
44,31,11,72
43,4,7,94
34,30,25,94
16,16,45,64
25,4,6,5
15,35,8,43
25,44,40,62
45,25,15,70
12,2,36,73
7,14,20,77
8,47,43,88
15,22,49,64
38,24,43,96
46,18,36,47
4,48,3,64
8,9,16,20
23,45,25,97
11,27,13,31
35,16,45,64
1,29,1,63
0,37,23,68
38,1,24,56
4,10,43,72
32,43,50,53
12,35,41,55
3,0,8,96
21,35,26,65
17,5,44,41
32,31,2,80
26,16,48,50
20,3,37,26
9,34,2,38
22,6,13,30
34,9,15,54
27,30,41,55
29,25,19,67
36,10,34,94
43,29,20,88
37,45,32,26
32,38,13,47
44,18,21,26
50,32,40,10
43,7,26,78
34,25,25,71
28,40,49,21
42,44,31,43
39,9,38,14
7,1,4,31
27,6,7,87
37,16,42,22
46,9,19,14
22,35,45,31
23,46,26,15
50,15,8,82
45,32,20,70
42,48,34,21
5,39,35,16
17,39,49,32
18,35,21,54
1,33,26,62
39,17,26,98
33,7,20,61
15,21,30,28
23,49,5,29
30,16,0,26
43,33,5,79
5,8,28,66
37,14,19,8
6,18,9,0
35,45,23,59
39,21,22,36
16,18,5,50
7,35,20,58
23,39,24,24
24,36,49,68
32,38,2,51
40,13,22,5
37,17,46,75
39,47,14,13
19,50,43,70
32,5,26,64
33,8,8,41
9,41,28,54
43,0,46,22
17,17,44,100
32,14,2,96
2,0,46,87
25,2,41,52
27,32,26,61
9,11,14,97
12,4,21,80
29,0,27,42
34,48,30,53
24,23,49,96
13,44,38,76
4,44,34,88
39,40,4,55
0,7,49,86
15,48,48,45
37,35,24,48
12,36,36,32
45,28,44,0
24,4,24,62
11,37,45,99
41,14,19,13
48,33,32,12
45,34,6,32
15,42,8,24
36,20,44,59
39,7,13,57
7,5,19,44
23,49,39,89
36,42,13,80
8,13,8,65
36,34,7,93
49,17,46,78
2,46,16,62
8,19,19,49
1,40,38,63
6,0,7,84
2,49,11,74
4,7,29,51
2,22,25,83
4,9,21,69
36,0,31,39
40,43,23,14
23,16,32,94
5,48,3,66
50,36,24,82
23,31,45,28
19,42,18,89
22,33,4,70
39,5,20,8
19,48,34,96
12,18,12,68
7,42,49,1
40,27,5,67
10,47,17,86
11,30,35,91
24,48,44,41
41,24,44,72
5,44,23,85
19,10,19,10
34,50,23,17
50,21,19,87
38,9,38,32
15,18,8,48
35,26,23,43
24,17,0,45
42,45,34,40
34,7,38,7
45,0,41,60
14,10,36,13
37,38,13,49
43,30,28,44
3,31,39,24
30,39,27,16
18,43,27,60
41,7,26,10
28,1,23,23
21,17,29,55
49,5,28,79
22,27,0,23
46,21,20,49
43,19,45,57
3,9,2,83
18,25,50,59
10,10,27,70
34,20,6,76
43,28,13,97
2,15,21,34
40,31,49,13
21,49,25,93
17,4,14,76
14,11,7,75
24,4,11,79
29,47,21,66
11,48,47,69
3,30,5,66
29,44,30,52
20,3,37,64
47,9,37,7
37,32,3,4
46,16,46,41
33,3,17,5
30,30,2,44
18,3,18,95
42,25,38,100
17,20,9,92
9,30,34,78
32,15,32,37
39,48,35,42
16,14,9,82
24,34,9,44
47,33,42,16
50,42,12,39
33,22,2,26
3,16,42,70
42,44,14,73
30,22,49,70
28,2,22,68
20,21,50,73
21,27,0,58
25,38,27,55
14,41,21,5
28,45,33,69
6,14,11,37
8,43,36,33
20,18,36,83
26,25,36,95
7,2,37,59
47,11,30,74
3,18,15,86
13,29,42,14
23,31,42,72
17,40,11,1
9,38,40,73
50,45,49,87
22,40,45,96
44,30,25,96
33,41,3,36
6,2,23,85
50,50,1,63
18,34,1,81
6,50,26,44
29,4,29,56
32,20,26,25
33,2,40,33
22,41,14,66
9,21,19,22
28,48,2,8
20,22,2,61
28,41,41,32
2,7,31,56
31,42,26,55
32,23,30,71
33,42,17,62
48,6,9,52
24,21,33,65
43,49,37,87
44,35,17,57
48,39,0,57
26,10,19,0
42,17,4,61
8,21,8,70
30,16,44,17
25,21,20,6
46,4,37,98
20,8,36,36
13,7,42,78
25,16,25,93
30,14,14,51
48,32,36,32
